Technology ID,Technology Name,Problem,Solution,Benefits/Advantages,Potential Commercial Applications,Technology Categories,Associated Researcher(s),Post date,IP Status,Number (if available),IP Status Text,Tags,Inquiries,Edit Record,f_tech name+gtrcID,GTRC Page,Assessment,Form Link to Express Interest
8120,"Enabling Multi-Beam, High-Capacity Massive MIMO for 5G Communications and More","A first-of-its-kind N-input-N-output MIMO receiver (Rx) array
This wideband wireless transceiver architecture for N-input-N-output multiple-input multiple-output (MIMO) systems provides agile, spectral-spatial front-end filtering for instinctual blocker suppression and “power-equalizing” of desired signals. Georgia Tech’s technology enables multi-beam, high-capacity massive MIMO—filling a critical need in the rapidly growing deployment of millimeter (mm)-wave links in commercial and defense applications, such as 5G communications and fast-moving drones.

Surpassing the previous state of the art, Georgia Tech’s Rx-array employs scalable, cascadable high-order autonomous spatial filters (ASFs) as a “smart” spatial filter bank for rapid unknown blocker suppression to facilitate digital beamforming. The ASFs autonomously sense, control, and process signals with high-data-rate (multi-Gb/s) over full field of view (FoV) with ultrafast (μs) response time.

With no available equivalent, Georgia Tech’s technology is the first demonstration of an N-input-N-output MIMO Rx-array with autonomous and instinctual full-FoV multi-blocker/signal management without the use of any digital beamforming aid. Covering a wide broadband frequency range (27 to 41 GHz) and the full-FoV spatial range, the technology addresses multiple challenges encountered by low-latency MIMO systems.
","This wideband wireless transceiver architecture for N-input-N-output multiple-input multiple-output (MIMO) systems provides agile, spectral-spatial front-end filtering for instinctual blocker suppression and “power-equalizing” of desired signals. Georgia Tech’s technology enables multi-beam, high-capacity massive MIMO—filling a critical need in the rapidly growing deployment of millimeter (mm)-wave links in commercial and defense applications, such as 5G communications and fast-moving drones.Surpassing the previous state of the art, Georgia Tech’s Rx-array employs scalable, cascadable high-order autonomous spatial filters (ASFs) as a “smart” spatial filter bank for rapid unknown blocker suppression to facilitate digital beamforming. The ASFs autonomously sense, control, and process signals with high-data-rate (multi-Gb/s) over full field of view (FoV) with ultrafast (μs) response time.With no available equivalent, Georgia Tech’s technology is the first demonstration of an N-input-N-output MIMO Rx-array with autonomous and instinctual full-FoV multi-blocker/signal management without the use of any digital beamforming aid. Covering a wide broadband frequency range (27 to 41 GHz) and the full-FoV spatial range, the technology addresses multiple challenges encountered by low-latency MIMO systems.","
State-of-the-art: Is the first Rx-array design of its kind, autonomously achieving modulated blocker suppression and desired signal beamforming simultaneously without the need for a digital beamforming aid  
Robust: Enables multi-beam high-capacity massive MIMO to address the demands of both commercial and defense applications
Scalable: Employs ASFs that achieve 4-element spatial filters with sharpened selectivity that can be extended to larger array sizes of thousands of elements and cancellation of any number of interference signals
Wideband: Covers an extremely wide broadband frequency range and the entire spatial range
","Georgia Tech’s technology is broadly applicable to radio frequency (RF)/mm-wave wireless communications, especially the proliferation of mm-wave links in commercial/civilian and defense/military applications, such as:

Mobile 5G communications
Base station and cell tower communications
Autonomous driving (e.g., vehicle-to-vehicle radar/sensing)
Fast-moving drones radar/sensing
Advanced/Intelligent radar systems
Augmented reality/virtual reality systems
","Communications,Computing/Networks,Electronic","Min-Yu Huang,Hua Wang",3/31/2021,U.S. Application Filed,"62/976,726",,"Communications,Computing/Networks,Electronic",,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7/recd9wYtHwgo7OkSq,"8120- Enabling Multi-Beam, High-Capacity Massive MIMO for 5G Communications and More",https://licensing.research.gatech.edu/technologies,,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7
8130,Voice-Activated Robotic Exoskeleton for Rehabilitation and Assistance,"An automated robotic exoskeleton that allows patients to perform rehabilitation within the home setting
Inventors at Georgia Tech have developed an automated robotic exoskeleton that allows the patients to perform rehabilitation within the home setting. The voice-activated device will enable patients to control the exoskeleton without relying on mechanical buttons. It automatically modifies the therapy plan as the patient progresses while relaying improvement data (quantitative performance metrics) to the medical provider through its integrated smartphone application. This invention has the potential to improve rehabilitation by allowing the patient to stimulate recovery by regularly performing exercises outside of the physical therapy clinic.

Importantly, the exoskeleton allows the patient to perform exercises at home that are recommended by the physical therapist who can monitor the patient remotely though the device’s integrated smartphone application. 
","Inventors at Georgia Tech have developed an automated robotic exoskeleton that allows the patients to perform rehabilitation within the home setting. The voice-activated device will enable patients to control the exoskeleton without relying on mechanical buttons. It automatically modifies the therapy plan as the patient progresses while relaying improvement data (quantitative performance metrics) to the medical provider through its integrated smartphone application. This invention has the potential to improve rehabilitation by allowing the patient to stimulate recovery by regularly performing exercises outside of the physical therapy clinic.Importantly, the exoskeleton allows the patient to perform exercises at home that are recommended by the physical therapist who can monitor the patient remotely though the device’s integrated smartphone application. ","
	Voice-activated movement controlled by the patient
	Integrated smartphone application to recommend exercises and schedules
	Quantitative performance metrics and analysis sent to the physical therapist
	Customizable via 3D printing to accommodate various anatomies
","
	Patients suffering from upper body motor dysfunction: Stimulate recovery at home under the guidance of a medical provider
	Patients with degenerative diseases, stroke, and trauma injury: Ongoing recovery outside of the clinic
","Robotics,Medical Devices,Data Analytics","Jaydev P. Desai,Seokhwan Jeong,Phillip Tran,Xuefeng Wang",4/1/2020,,,,"Robotics,Medical Devices,Data Analytics",,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7/recoe2Ec5WBQxwASL,8130- Voice-Activated Robotic Exoskeleton for Rehabilitation and Assistance,https://licensing.research.gatech.edu/technologies,,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7
8137,A Chip-Scale Linear Ion Trap to Enable Portable Mass Spectrometers,"Lowers size and weight while providing sub-unit resolution and high detection efficiency 
With its miniaturized size, this chip-scale linear ion trap could enable development of truly portable or wearable mass spectrometers that could significantly advance the industry’s state of the art. Used as a mass analyzer in mass spectrometers, Georgia Tech’s innovation boasts lower size, weight, and power requirements while retaining all of the performance characteristics of standard-scale analyzers. These advances address a current gap in the extension of mass spectrometry to portable devices by dramatically reducing their size, weight, and power. Fully realized, the technology could be a springboard for micro-scale mass spectrometers that could be carried by soldiers or emergency personnel, mounted to uncrewed aerial vehicles, deployed in the field in networked arrays, and even leveraged by industries and applications in which larger spectrometers are not currently practical.
","With its miniaturized size, this chip-scale linear ion trap could enable development of truly portable or wearable mass spectrometers that could significantly advance the industry’s state of the art. Used as a mass analyzer in mass spectrometers, Georgia Tech’s innovation boasts lower size, weight, and power requirements while retaining all of the performance characteristics of standard-scale analyzers. These advances address a current gap in the extension of mass spectrometry to portable devices by dramatically reducing their size, weight, and power. Fully realized, the technology could be a springboard for micro-scale mass spectrometers that could be carried by soldiers or emergency personnel, mounted to uncrewed aerial vehicles, deployed in the field in networked arrays, and even leveraged by industries and applications in which larger spectrometers are not currently practical.","
Enabling: Can be used in the development of much smaller mass spectrometers than are currently available—from benchtop devices to handheld or even smaller instruments—which would extend their use to applications in which they are not currently cost effective
High-performance: Provides better than unit-mass resolution and high detection efficiency, and operates at much higher pressures than larger mass analyzers, as shown during lab-based simulations
Multi-modal: Allows for several different modes of operation and enables tandem(MS/MS or MS2) or multi-stage/sequential (MSn) mass spectrometry, greatly improving capability compared with other analyzers
Convenient: Can be microfabricated using well-established microelectromechanical system (MEMS) techniques
Impactful: Provides immediate reduction in the size of current instruments, even before miniaturization of the other needed subcomponents (e.g., vacuum pumps, gas handling valves)
Robust: Helps reduce the requirements of vacuum pumps, which are very difficult to microfabricate, with expected effective operation up to 10 Torr
","Environmental analyses, including:

Detection of chemical and biological weapons, explosives, and toxic industrial chemicals
Monitoring of pollution, air quality, soil contamination, drinking water quality, and food processing facilities
Data collection for ocean studies and trace elemental analyses
Characterization of vehicle cabin atmospheres (e.g., aircraft and spacecraft)

Clinical, pharmaceutical, and biological uses, including:

Drug development
Cancer/Disease screening
Detection of biomarkers and infectious agents
Characterization of complex proteins
Peptide sequencing

Military, law enforcement, and forensic uses, including:

Detection of trace evidence
Arson investigations
Identification of explosive residues
Detection of illicit drugs
Detection and monitoring of chemical and biological weapons

Fundamental research, including:

Nuclear technologies and oversight of nuclear facilities
Astronomical studies
Fundamental physics and chemistry research
","Biotechnology,Defense and Security,MEMS/NEMS,Sensors","Wade Rellergert,Robert Clark,Harley Hayden,Brian Sawyer",9/22/2021,U.S. Application Filed,"62/828,171",,"Biotechnology,Defense and Security,MEMS/NEMS,Sensors",,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7/reczdRDzC5RXnMSF4,8137- A Chip-Scale Linear Ion Trap to Enable Portable Mass Spectrometers,https://licensing.research.gatech.edu/technologies,,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7
8138,Water-Soluble Mold for Sample Analysis ,"A water-soluble mold to fabricate natural or artificial polymers in microfluidic devices, therefore decreasing production costs and operation times
Inventors at Georgia Tech have created a water-soluble mold used to fabricate microfluidic devices using polymers. The technology is a low-cost method in comparison to existing practices, due to the difference in materials utilized. The technology enables fabrication without the use of cleanroom facilities nor highly-skilled personnel. Its use of water-soluble testing agents eliminates the need waste treatment and the process is non-toxic. Its implication in microfluidics results in faster production times while lowering manufacturing costs.
","Inventors at Georgia Tech have created a water-soluble mold used to fabricate microfluidic devices using polymers. The technology is a low-cost method in comparison to existing practices, due to the difference in materials utilized. The technology enables fabrication without the use of cleanroom facilities nor highly-skilled personnel. Its use of water-soluble testing agents eliminates the need waste treatment and the process is non-toxic. Its implication in microfluidics results in faster production times while lowering manufacturing costs.","
Inexpensive: difference in materials used from existing practices, lowers manufacturing costs  
Universal adoption: no requirement of expensive cleanrooms facilities and associated personnel
Environmentally: conscious- non-toxic process eliminates need for organic solvent and waste treatment
","
Medical and diagnostic applications
Drug discovery and delivery in pharmaceuticals
Microbiology and organic synthesis
Simplistic lab-based modules in education
",Research Tools,"Amanda M. Stockton,Giorgio Gianini Morbioli,Nicholas Colby Speller,Michael E. Cato",9/1/2019,,,,Research Tools,,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7/reccXitxFdUUwyask,8138- Water-Soluble Mold for Sample Analysis ,https://licensing.research.gatech.edu/technologies,,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7
8140,Transcatheter Heart Valve with Multi-Arm Mechanism,"Promoting optimal device deployment for heart valve repair or replacement 
This transcatheter heart valve (THV) incorporates innovative design features and uses a new multi-arm mechanism to displace native heart valve leaflets. It also aids in proper THV deployment and positioning during or in preparation for transcatheter aortic valve replacement (TAVR). Georgia Tech’s technology addresses a critical need identified by the U.S. Food and Drug Administration (FDA) to decrease risk factors associated with thrombosis development in TAVR by helping decrease flow stasis, preventing coronary obstruction, and optimizing THV deployment.

TAVR candidates number approximately 270, 000 patients across North America and the European Union, underscoring the potential impact of further advances in this relatively new treatment for patients with severe, symptomatic aortic stenosis. Reduction of complications such as thrombotic events following TAVR would reduce patient hospitalizations and healthcare resource utilization and improve patient outcomes.
","This transcatheter heart valve (THV) incorporates innovative design features and uses a new multi-arm mechanism to displace native heart valve leaflets. It also aids in proper THV deployment and positioning during or in preparation for transcatheter aortic valve replacement (TAVR). Georgia Tech’s technology addresses a critical need identified by the U.S. Food and Drug Administration (FDA) to decrease risk factors associated with thrombosis development in TAVR by helping decrease flow stasis, preventing coronary obstruction, and optimizing THV deployment.TAVR candidates number approximately 270, 000 patients across North America and the European Union, underscoring the potential impact of further advances in this relatively new treatment for patients with severe, symptomatic aortic stenosis. Reduction of complications such as thrombotic events following TAVR would reduce patient hospitalizations and healthcare resource utilization and improve patient outcomes.","Georgia Tech’s innovation provides three main design advantages, all of which help to minimize the risks associated with TAVR and optimize patient outcomes:

Reduced flow stasis: This mechanism displaces the native valve leaflets away from the THV stent frame, essentially removing its “cover” and allowing blood to move freely through the open stent cells. This can help to significantly reduce flow stasis in the neo-sinus region, thereby reducing thrombus initiation/progression.
Prevention of coronary artery obstruction: Coronary artery obstruction following TAVR is a rare but often fatal complication. In rare cases in patients with unusually large native leaflets or small aortic roots, the large leaflets block the flow of blood to the coronary arteries as the new valve’s scaffolding opens. Georgia Tech’s design displaces the native valve leaflets away from the THV stent frame, which can help to reduce this risk.
Optimized THV deployment: The innovation offers dual feedback to aid clinicians in determining optimal THV deployment height—a key factor in optimizing patient outcomes. As the device’s “arms” extend against the native vessel wall, they create both tactile feedback during THV positioning as well as visual feedback via fluoroscopy. In addition to deployment height, the multi-arm design supports axial alignment of the THV with respect to the native vessel wall—a factor shown to impact valve performance. 
","Georgia Tech’s innovation can be:

Developed as a new THV device
Incorporated into currently available THV devices
Incorporated into new THV device designs
Developed as a fitting and implanted prior to THV implantation
",Medical Devices,"Ajit Yoganathan,Vahid Sadri,Phillip Michael Trusty",6/3/2022,U.S. Application Filed,"62/851,383",,Medical Devices,,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7/recKfRMSmfnfxJ9jB,8140- Transcatheter Heart Valve with Multi-Arm Mechanism,https://licensing.research.gatech.edu/technologies,,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7
8145,Alternative Plastic Solution Using Chitin Nanofibers,"A method to create plastic films to protect against oxygen, carbon dioxide, and water for applications such as electronics, medicine, or food packaging.  
Inventors at Georgia Tech have created a method for producing plastic films made from poly (glucuronic acid), chitosan, and PEG (polyethylene glycol) to protect products from exposure to oxygen, carbon dioxide, water, and a variety of other gas species. The elements have oxygen permeability lower than PET and water vapor permeability that is similar. The method for fabrication utilizes the TEMPO oxidation procedure to produce poly(glucuronic acid) from cellulose, and allows for crosslinking of chitosan and poly(glucuronic acid), following a heat treatment, into free-standing films. Resulting films have improved flexibility compared to neat cellulose or chitin films. Through utilization of this procedure, the resulting membranes have oxygen barrier properties that are lower than many well-known engineering polymers. This unique extraction and processing method allows for chitin to be formed into self-standing films that can be handled as a single sheet without compromising the properties of the chitin nanofibers. These pure chitin films show high stiffness, strength, and favorable barrier properties to protect against exposure to oxygen, carbon dioxide, water, and a variety of other gas species.This is the first reported use of these three components to form membranes with high oxygen barrier properties.

 
","Inventors at Georgia Tech have created a method for producing plastic films made from poly (glucuronic acid), chitosan, and PEG (polyethylene glycol) to protect products from exposure to oxygen, carbon dioxide, water, and a variety of other gas species. The elements have oxygen permeability lower than PET and water vapor permeability that is similar. The method for fabrication utilizes the TEMPO oxidation procedure to produce poly(glucuronic acid) from cellulose, and allows for crosslinking of chitosan and poly(glucuronic acid), following a heat treatment, into free-standing films. Resulting films have improved flexibility compared to neat cellulose or chitin films. Through utilization of this procedure, the resulting membranes have oxygen barrier properties that are lower than many well-known engineering polymers. This unique extraction and processing method allows for chitin to be formed into self-standing films that can be handled as a single sheet without compromising the properties of the chitin nanofibers. These pure chitin films show high stiffness, strength, and favorable barrier properties to protect against exposure to oxygen, carbon dioxide, water, and a variety of other gas species.This is the first reported use of these three components to form membranes with high oxygen barrier properties. ","
Environmentally friendly – made from renewable materials and biodegradable
Competitive – permeability comparable or better than industry standard
Cheap – made from a low cost and renewable resources 
Sanitary – natural anti-bacterial activity 
Favorable Properties – high optical transparency, tensile strength, flexibility, and gas barrier properties
","
Food and beverage packaging
Medicine packaging
Protective bags for personal use
Long term preservation bags
Electronics and batteries packaging
","Films,Consumer Products","Carson Meredith,Chinmay Satam,Ibarra-Rivera Rogelio",9/8/2019,International Application Filed,WO2021067372A1,,"Films,Consumer Products",,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7/recQvk4SGJh2tHrau,8145- Alternative Plastic Solution Using Chitin Nanofibers,https://licensing.research.gatech.edu/technologies,,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7
8151,Novel Chemical Compounds Support Excess Copper Removal in Biological Systems,"A preorganized phosphine sulfide-stabilized phosphine (PSP) framework that displays unique capabilities for binding with copper (Cu) and shows high potential for drug candidacy
Researchers at Georgia Tech have developed a new family of chelating agents—chemical compounds that bind with metals to help metabolize them out of the body—as a potential pharmaceutical treatment for the accumulation of excess copper, like in Wilson’s disease. In creating these chemical ligands, researchers established several synthetic methods for the reagents’ synthesis and also characterized their structure and copper affinity through multiple techniques, including ultraviolet (UV) imaging, X-rays, and crystallography. 

The two primary characteristics that make these PSP chelating agents unique are (1) their use of auxiliary phosphine sulfide groups and (2) the geometric pre-organization of the molecules. Because of these distinctive qualities, the novel PSP reagents possess a robust coordinating ability for Cu(I)—the +1 oxidation state of copper—as well as a high level of specificity that keeps them unaffected by other essential metals in the body.
","Researchers at Georgia Tech have developed a new family of chelating agents—chemical compounds that bind with metals to help metabolize them out of the body—as a potential pharmaceutical treatment for the accumulation of excess copper, like in Wilson’s disease. In creating these chemical ligands, researchers established several synthetic methods for the reagents’ synthesis and also characterized their structure and copper affinity through multiple techniques, including ultraviolet (UV) imaging, X-rays, and crystallography. The two primary characteristics that make these PSP chelating agents unique are (1) their use of auxiliary phosphine sulfide groups and (2) the geometric pre-organization of the molecules. Because of these distinctive qualities, the novel PSP reagents possess a robust coordinating ability for Cu(I)—the +1 oxidation state of copper—as well as a high level of specificity that keeps them unaffected by other essential metals in the body.","
Powerful: Displays an affinity for copper that is unprecedented among synthetic ligands, with a complex stability constant of logK = 20.0
Specific: Functions without interference by other metals in the body
Effective: Possesses a strong copper coordinating ability, even in the complex chemical environments of different biological systems
","
Pharmaceuticals
Metallomics
","Pharmaceuticals,Chemicals","Christoph J. Fahrni,M. Thomas Morgan",5/27/2020,International Application Filed,US20220169669A1,,"Pharmaceuticals,Chemicals",,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7/recHgiyOtSN1Kb3yM,8151- Novel Chemical Compounds Support Excess Copper Removal in Biological Systems,https://licensing.research.gatech.edu/technologies,,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7
8154,WiMove: Ceiling-Based Access Point for Wireless Communications ,"A device that incorporates machine-learning algorithms to ultimately deliver better and faster communication in telecommunications
Inventors at Georgia Tech have constructed a ceiling-based device that improves line of sight (LoS) by mobilizing the access point within an indoor network. WiMove addresses the optimization of LoS utilizing machine-learning algorithms. LoS is a key requirement for mmWave communication, to further achieve the most significant and optimal bandwidth. The algorithm relies purely on the connectivity matrix between clients and the access point in order to decide if, and where, it should adjust for the maximum LoS performance. The invention enables infrastructure mobility to gain LoS connectivity with its clients, by focusing on the orientation of its access point.
","Inventors at Georgia Tech have constructed a ceiling-based device that improves line of sight (LoS) by mobilizing the access point within an indoor network. WiMove addresses the optimization of LoS utilizing machine-learning algorithms. LoS is a key requirement for mmWave communication, to further achieve the most significant and optimal bandwidth. The algorithm relies purely on the connectivity matrix between clients and the access point in order to decide if, and where, it should adjust for the maximum LoS performance. The invention enables infrastructure mobility to gain LoS connectivity with its clients, by focusing on the orientation of its access point.","
Ceiling-based access point: allows for optimal line of sight and reduces noise by physical barriers
Faster communication: utilizes machine-learning algorithms to re-position line of sight
","
Mobile and wireless network industry
","Wireless,Signal Processing,Networks","Raghupathy Sivakumar,Yubing Jian",9/8/2019,,,,"Wireless,Signal Processing,Networks",,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7/rechOxKACBsmjdqEX,8154- WiMove: Ceiling-Based Access Point for Wireless Communications ,https://licensing.research.gatech.edu/technologies,,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7
8155,MANTIS: Wireless YouTube Load-Shifting ,"Based on an individual’s watch history, this algorithm downloads YouTube videos during non-peak hours, reducing the total amount of data being used towards YouTube. 
Georgia Tech inventors produced a solution, called MANTIS, which aims to shift peak-load traffic to off-peak periods for wireless service providers. The algorithm created uniformly distributes the loads of wireless cellular networks throughout the day, which decreases the traffic during peak periods by 36%. So instead of downloading the video on the spot, the algorithm accurately predicts what videos the user will view based off their behavior, prefetches it during off-peak times, and makes it available prior to when the user would typically interact with YouTube.  MANTIS utilizes a machine learning classification algorithm called KNN classification.
","Georgia Tech inventors produced a solution, called MANTIS, which aims to shift peak-load traffic to off-peak periods for wireless service providers. The algorithm created uniformly distributes the loads of wireless cellular networks throughout the day, which decreases the traffic during peak periods by 36%. So instead of downloading the video on the spot, the algorithm accurately predicts what videos the user will view based off their behavior, prefetches it during off-peak times, and makes it available prior to when the user would typically interact with YouTube.  MANTIS utilizes a machine learning classification algorithm called KNN classification.","
Shorter download times- videos are downloaded during non-peak hours
Decreases data usage-  due to less online traffic during download
Less cost- due to less bandwidth required
","
Wireless service providers
Youtube users
",Computing/Networks,"Raghupathy Sivakumar,Shruti Lall",9/1/2019,,,,Computing/Networks,,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7/recMj9AbOUZBrYOck,8155- MANTIS: Wireless YouTube Load-Shifting ,https://licensing.research.gatech.edu/technologies,,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7
8185,Foldable Box Kites for Generating Electricity,"A robust box-kite design to better capture wind energy and increase generation significantly. 
Georgia Tech inventors developed a system comprised of foldable box kites to harness wind energy at high altitudes (>300 m). Two foldable box kites are flown to a prescribed altitude by unreeling the tether from their respective spools. One kite, set in generation mode, remains unfolded and ascends further by unwinding the tether from the spool drum. Simultaneously, the other kite is set to retraction mode, where it folds and retracts toward the ground by the winding action of another spool drum that is connected to the first kite’s spool drum. This rotary motion of the first kite’s spool drum powers the connected generator mounted on the ground. The efficient and quick folding mechanism of the kites during retraction significantly lowers the aerodynamic forces on the wings, and therefore lowers the energy expenditure for retraction. Upon reaching a specified altitude difference between the two kites, the generation and retraction modes are switched, thus reversing the kites’ vertical movements. By alternating the kites between generation and retraction modes using autonomous control, a continuous positive net power output can be generated.
","Georgia Tech inventors developed a system comprised of foldable box kites to harness wind energy at high altitudes (>300 m). Two foldable box kites are flown to a prescribed altitude by unreeling the tether from their respective spools. One kite, set in generation mode, remains unfolded and ascends further by unwinding the tether from the spool drum. Simultaneously, the other kite is set to retraction mode, where it folds and retracts toward the ground by the winding action of another spool drum that is connected to the first kite’s spool drum. This rotary motion of the first kite’s spool drum powers the connected generator mounted on the ground. The efficient and quick folding mechanism of the kites during retraction significantly lowers the aerodynamic forces on the wings, and therefore lowers the energy expenditure for retraction. Upon reaching a specified altitude difference between the two kites, the generation and retraction modes are switched, thus reversing the kites’ vertical movements. By alternating the kites between generation and retraction modes using autonomous control, a continuous positive net power output can be generated.","
Robust – dynamic stability enables much easier control of the comprised of box kites
Increased generation –the kite can access and capture much stronger and steadier winds
Simple – components are easier to manufacture and install and maintain
Cheaper – much less expensive than tower-based turbines
","Market Entry Customers:

On-site kite energy systems to communities, businesses, residential housing positioned in remote, off-the-grid locations
Energy from large, off-shore wind farms to utilities companies
",Generation,"V N N Trilochan Rambhatla,Benjamin G. Stewart,Devin John,Henson P. Toland,Steven Anthony Johnston,Ravez M. Jones",9/22/2019,,,,Generation,,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7/recTEtuixB1SPowXw,8185- Foldable Box Kites for Generating Electricity,https://licensing.research.gatech.edu/technologies,,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7
8194,SlothBot: Sustainable Solution for Studying Climate Change ,"A solar-powered, fail-safe robot for environmental monitoring applications
The SlothBot is a solar-powered, wire-traversing robot designed for long-term environmental monitoring applications. Its unique ability to easily switch between branching wires allows it to survey a wide area. It also provides a fail-safe as it keeps the robot attached to a wire at all times. SlothBot takes advantage of its simple and compact system design to reduce maintenance as well as the risk of failure. The robot uses solar power to recharge its battery. It also leverages slowness as a design principle—in stark contrast to conventional robotic strategies—in order to be as energy-conserving as possible. Slowness and long-term sustainability make SlothBot perfect to study environmental changes over extended periods of time.

A key feature of the SlothBot is its unique and modular mechanical setup, composed of standalone bodies connected by actuated hinges. Each body contains a motor, a wheel and four spur gears. Two of the spur gears are c-shaped, allowing the body to either remain locked onto the wire or turn depending on their position. Compared to existing robotic wire-switching systems, these features make Georgia Tech’s SlothBot significantly more energy efficient and lower risk.
","The SlothBot is a solar-powered, wire-traversing robot designed for long-term environmental monitoring applications. Its unique ability to easily switch between branching wires allows it to survey a wide area. It also provides a fail-safe as it keeps the robot attached to a wire at all times. SlothBot takes advantage of its simple and compact system design to reduce maintenance as well as the risk of failure. The robot uses solar power to recharge its battery. It also leverages slowness as a design principle—in stark contrast to conventional robotic strategies—in order to be as energy-conserving as possible. Slowness and long-term sustainability make SlothBot perfect to study environmental changes over extended periods of time.A key feature of the SlothBot is its unique and modular mechanical setup, composed of standalone bodies connected by actuated hinges. Each body contains a motor, a wheel and four spur gears. Two of the spur gears are c-shaped, allowing the body to either remain locked onto the wire or turn depending on their position. Compared to existing robotic wire-switching systems, these features make Georgia Tech’s SlothBot significantly more energy efficient and lower risk.","
Wide-ranging: Can switch between two different wire branches and can therefore traverse a whole mesh of wires
Sustainable: Utilizes solar energy and runs with a low power consumption, making the robot highly energy efficient
Low risk: Employs a fail-safe design that protects the robot from damage in the event of a mechanical failure
","
Environmental monitoring
Conservation research
Precision agriculture
Autonomous sensing/monitoring equipment
","Generation,Robotics,Sensors","Gennaro Notomista,Magnus Egerstedt,Yousef A. Emam",10/28/2020,U.S. Application Filed,"62/976,641",,"Generation,Robotics,Sensors",,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7/rec9Qbn0yDtdJYWMH,8194- SlothBot: Sustainable Solution for Studying Climate Change ,https://licensing.research.gatech.edu/technologies,,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7
8199,Clash Detection and Resolution Optimization for Building Designs,"A method to improve the precision of clash detection and optimize clash resolutions in regards to building design and components. 
Inventors at Georgia Tech have developed a method to improve the clash management process through a holistic view that considers the dependency between building components. The project aims to construct dependency structures among building components and uses a component dependency network to improve clash detection by cleaning out irrelevant clashes, grouping related clashes, identifying central components, and analyzing the surrounding environment of clashes. To improve the clash resolution process, the project constructs clash dependency network based on the dependency structures among building components, and then optimizations algorithms are designed to minimize subsequent resolution changes (for example, the number of components that need to be changed). In addition, the project team designs an algorithm for searching the optimal sequence based on the clash dependency network to minimize feedback dependency. Feedback means that post-corrected clashes will impact the pre-corrected clashes, which may cause design rework and iterative adjustments in project practice.
","Inventors at Georgia Tech have developed a method to improve the clash management process through a holistic view that considers the dependency between building components. The project aims to construct dependency structures among building components and uses a component dependency network to improve clash detection by cleaning out irrelevant clashes, grouping related clashes, identifying central components, and analyzing the surrounding environment of clashes. To improve the clash resolution process, the project constructs clash dependency network based on the dependency structures among building components, and then optimizations algorithms are designed to minimize subsequent resolution changes (for example, the number of components that need to be changed). In addition, the project team designs an algorithm for searching the optimal sequence based on the clash dependency network to minimize feedback dependency. Feedback means that post-corrected clashes will impact the pre-corrected clashes, which may cause design rework and iterative adjustments in project practice.","
Simpler-  minimizes component changes and saves time for design changes
Efficient- improves the efficiency of design coordination
Increased precision- reduces 17% of irrelevant clashes and automatically groups relevant clashes, thereby decreasing more than 50% of the clashes initially reported
","
Construction management- prevent design errors and re-works

Clash detection
Clash resolutions
Plug-in for current clash detection software


","Networks,Consumer Products","Charles Eastman,Daniel Castro-Lacouture,Shamkant B. Navathe,Yuquing Hu",9/8/2019,,,,"Networks,Consumer Products",,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7/recoYO2UK3OzeTNf3,8199- Clash Detection and Resolution Optimization for Building Designs,https://licensing.research.gatech.edu/technologies,,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7
